Location Name,Customer Name,Ship To Name,Part Name,PO Number,Job Number,OEM Number,Customer Part Number,Received Date,Kitting Boxing Date,Job Status Code,Work Order Status,Job Status,Barcode,CycleCount,Serial Number,Parameter,DC_Status,Lower Limit,Measurement MIN,Measurement MAX,Measurement AVG,Upper Limit,DMR ID,Tag,DMR Opened Date,DMR Closed Date,DMR Problem Description,DMR Problem Details,DMR Resolution Category,DMR Resolution Details,Customer ID,Historical Cycle Count,Kit Number,Measurement Count,Measurement Total,Normalize Statistics,PF Created Date,PF last updated date,Process Flow ID,PS Cycle Count,Ship to Customer,Work Order Status ID,WP Customer Part Number,WP Part ID
Location 2,,,Part 1,,,,,03/07/2018,3/16/2018 11:58:25 PM,,,,,19,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.337,0.337,0.337,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/07/2018,3/16/2018 11:58:25 PM,,,,,19,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.128,0.128,0.128,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/07/2018,3/16/2018 11:58:25 PM,,,,,19,SN08,CDI - Distance,Pass,0.572,0.588,0.588,0.588,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/07/2018,3/16/2018 11:58:25 PM,,,,,19,SN08,Surface Roughness- Post Blast,Pass,200,250,271,257.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/07/2018,3/16/2018 11:58:25 PM,,,,,19,SN08,Inner Cells,Pass,0,311,647,482.1666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,03/07/2018,3/16/2018 11:58:25 PM,,,,,19,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/30/2018 10:43:10 PM,4/18/2018 4:54:19 PM,,,,,20,SN08,Incoming Weight,Pass,15,28.8,28.8,28.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/30/2018 10:43:10 PM,4/18/2018 4:54:19 PM,,,,,20,SN08,Post Strip Weight,Pass,15,18.4,18.4,18.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/30/2018 10:43:10 PM,4/18/2018 4:54:19 PM,,,,,20,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/30/2018 10:43:10 PM,4/18/2018 4:54:19 PM,,,,,20,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.64,17.64,17.64,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/30/2018 10:43:10 PM,4/18/2018 4:54:19 PM,,,,,20,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.334,0.334,0.334,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/30/2018 10:43:10 PM,4/18/2018 4:54:19 PM,,,,,20,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.128,0.128,0.128,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/30/2018 10:43:10 PM,4/18/2018 4:54:19 PM,,,,,20,SN08,CDI - Distance,Pass,0.572,0.587,0.587,0.587,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/30/2018 10:43:10 PM,4/18/2018 4:54:19 PM,,,,,20,SN08,Surface Roughness- Post Blast,Pass,200,249,289,265.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/30/2018 10:43:10 PM,4/18/2018 4:54:19 PM,,,,,20,SN08,Inner Cells,Pass,0,306,622,474.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/30/2018 10:43:10 PM,4/18/2018 4:54:19 PM,,,,,20,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/08/2018,5/15/2018 9:28:08 PM,,,,,21,SN08,Incoming Weight,Pass,15,30,30,30,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/08/2018,5/15/2018 9:28:08 PM,,,,,21,SN08,Post Strip Weight,Pass,15,18.6,18.6,18.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/08/2018,5/15/2018 9:28:08 PM,,,,,21,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/08/2018,5/15/2018 9:28:08 PM,,,,,21,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.642,17.642,17.642,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/08/2018,5/15/2018 9:28:08 PM,,,,,21,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.335,0.335,0.335,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/08/2018,5/15/2018 9:28:08 PM,,,,,21,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.128,0.128,0.128,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/08/2018,5/15/2018 9:28:08 PM,,,,,21,SN08,CDI - Distance,Pass,0.572,0.589,0.589,0.589,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/08/2018,5/15/2018 9:28:08 PM,,,,,21,SN08,Surface Roughness- Post Blast,Pass,200,271,300,289.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/08/2018,5/15/2018 9:28:08 PM,,,,,21,SN08,Inner Cells,Pass,0,250,674,420.6666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/08/2018,5/15/2018 9:28:08 PM,,,,,21,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/29/2018 1:19:53 PM,06/04/2018,,,,,22,SN08,Incoming Weight,Pass,15,28.8,28.8,28.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/29/2018 1:19:53 PM,06/04/2018,,,,,22,SN08,Post Strip Weight,Pass,15,18.6,18.6,18.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/29/2018 1:19:53 PM,06/04/2018,,,,,22,SN08,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/29/2018 1:19:53 PM,06/04/2018,,,,,22,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.644,17.644,17.644,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/29/2018 1:19:53 PM,06/04/2018,,,,,22,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.335,0.335,0.335,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/29/2018 1:19:53 PM,06/04/2018,,,,,22,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/29/2018 1:19:53 PM,06/04/2018,,,,,22,SN08,CDI - Distance,Pass,0.572,0.589,0.589,0.589,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/29/2018 1:19:53 PM,06/04/2018,,,,,22,SN08,Surface Roughness- Post Blast,Pass,200,285,315,294.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/29/2018 1:19:53 PM,06/04/2018,,,,,22,SN08,Inner Cells,Pass,0,295,700,485.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/29/2018 1:19:53 PM,06/04/2018,,,,,22,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 9:02:11 PM,07/02/2018,,,,,23,SN08,Incoming Weight,Pass,15,29.2,29.2,29.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 9:02:11 PM,07/02/2018,,,,,23,SN08,Post Strip Weight,Pass,15,18.4,18.4,18.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 9:02:11 PM,07/02/2018,,,,,23,SN08,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 9:02:11 PM,07/02/2018,,,,,23,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.645,17.645,17.645,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 9:02:11 PM,07/02/2018,,,,,23,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.335,0.335,0.335,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 9:02:11 PM,07/02/2018,,,,,23,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 9:02:11 PM,07/02/2018,,,,,23,SN08,CDI - Distance,Pass,0.572,0.591,0.591,0.591,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 9:02:11 PM,07/02/2018,,,,,23,SN08,Surface Roughness- Post Blast,Pass,200,295,300,298.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 9:02:11 PM,07/02/2018,,,,,23,SN08,Inner Cells,Pass,0,348,688,546.5,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 9:02:11 PM,07/02/2018,,,,,23,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/13/2018 7:52:41 PM,7/23/2018 8:02:07 PM,,,,,24,SN08,Incoming Weight,Pass,15,28.4,28.4,28.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/13/2018 7:52:41 PM,7/23/2018 8:02:07 PM,,,,,24,SN08,Post Strip Weight,Pass,15,18.4,18.4,18.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/13/2018 7:52:41 PM,7/23/2018 8:02:07 PM,,,,,24,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/13/2018 7:52:41 PM,7/23/2018 8:02:07 PM,,,,,24,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.645,17.645,17.645,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/13/2018 7:52:41 PM,7/23/2018 8:02:07 PM,,,,,24,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.334,0.334,0.334,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/13/2018 7:52:41 PM,7/23/2018 8:02:07 PM,,,,,24,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/13/2018 7:52:41 PM,7/23/2018 8:02:07 PM,,,,,24,SN08,CDI - Distance,Pass,0.572,0.591,0.591,0.591,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/13/2018 7:52:41 PM,7/23/2018 8:02:07 PM,,,,,24,SN08,Surface Roughness- Post Blast,Pass,200,276,299,284.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/13/2018 7:52:41 PM,7/23/2018 8:02:07 PM,,,,,24,SN08,Inner Cells,Pass,0,289,953,535.5,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/13/2018 7:52:41 PM,7/23/2018 8:02:07 PM,,,,,24,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/15/2018 12:27:47 AM,8/27/2018 10:39:45 PM,,,,,25,SN08,Incoming Weight,Pass,15,28.2,28.2,28.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/15/2018 12:27:47 AM,8/27/2018 10:39:45 PM,,,,,25,SN08,Post Strip Weight,Pass,15,18.4,18.4,18.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/15/2018 12:27:47 AM,8/27/2018 10:39:45 PM,,,,,25,SN08,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/15/2018 12:27:47 AM,8/27/2018 10:39:45 PM,,,,,25,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.645,17.645,17.645,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/15/2018 12:27:47 AM,8/27/2018 10:39:45 PM,,,,,25,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.333,0.333,0.333,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/15/2018 12:27:47 AM,8/27/2018 10:39:45 PM,,,,,25,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/15/2018 12:27:47 AM,8/27/2018 10:39:45 PM,,,,,25,SN08,CDI - Distance,Pass,0.572,0.591,0.591,0.591,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/15/2018 12:27:47 AM,8/27/2018 10:39:45 PM,,,,,25,SN08,Surface Roughness- Post Blast,Pass,200,241,284,267.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/15/2018 12:27:47 AM,8/27/2018 10:39:45 PM,,,,,25,SN08,Inner Cells,Pass,0,279,483,361.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/15/2018 12:27:47 AM,8/27/2018 10:39:45 PM,,,,,25,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,09/11/2018,9/21/2018 9:52:48 PM,,,,,26,SN08,Incoming Weight,Pass,15,28.6,28.6,28.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,09/11/2018,9/21/2018 9:52:48 PM,,,,,26,SN08,Post Strip Weight,Pass,15,18.2,18.2,18.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,09/11/2018,9/21/2018 9:52:48 PM,,,,,26,SN08,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,09/11/2018,9/21/2018 9:52:48 PM,,,,,26,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.646,17.646,17.646,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,09/11/2018,9/21/2018 9:52:48 PM,,,,,26,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.334,0.334,0.334,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,09/11/2018,9/21/2018 9:52:48 PM,,,,,26,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,09/11/2018,9/21/2018 9:52:48 PM,,,,,26,SN08,CDI - Distance,Pass,0.572,0.591,0.591,0.591,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,09/11/2018,9/21/2018 9:52:48 PM,,,,,26,SN08,Surface Roughness- Post Blast,Pass,200,279,300,294.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,09/11/2018,9/21/2018 9:52:48 PM,,,,,26,SN08,Inner Cells,Pass,0,355,807,463.1666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,09/11/2018,9/21/2018 9:52:48 PM,,,,,26,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/08/2018,10/19/2018 9:46:19 PM,,,,,27,SN08,Incoming Weight,Pass,15,29,29,29,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/08/2018,10/19/2018 9:46:19 PM,,,,,27,SN08,Post Strip Weight,Pass,15,18.2,18.2,18.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/08/2018,10/19/2018 9:46:19 PM,,,,,27,SN08,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/08/2018,10/19/2018 9:46:19 PM,,,,,27,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.645,17.645,17.645,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/08/2018,10/19/2018 9:46:19 PM,,,,,27,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.333,0.333,0.333,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/08/2018,10/19/2018 9:46:19 PM,,,,,27,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.127,0.127,0.127,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/08/2018,10/19/2018 9:46:19 PM,,,,,27,SN08,CDI - Distance,Pass,0.572,0.591,0.591,0.591,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/08/2018,10/19/2018 9:46:19 PM,,,,,27,SN08,Surface Roughness- Post Blast,Pass,200,269,314,298.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/08/2018,10/19/2018 9:46:19 PM,,,,,27,SN08,Inner Cells,Pass,0,369,823,597.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/08/2018,10/19/2018 9:46:19 PM,,,,,27,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 12:04:52 AM,12/07/2018,,,,,28,SN08,Incoming Weight,Pass,15,28.4,28.4,28.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 12:04:52 AM,12/07/2018,,,,,28,SN08,Post Strip Weight,Pass,15,18.2,18.2,18.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 12:04:52 AM,12/07/2018,,,,,28,SN08,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 12:04:52 AM,12/07/2018,,,,,28,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.646,17.646,17.646,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 12:04:52 AM,12/07/2018,,,,,28,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.332,0.332,0.332,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 12:04:52 AM,12/07/2018,,,,,28,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 12:04:52 AM,12/07/2018,,,,,28,SN08,CDI - Distance,Pass,0.572,0.591,0.591,0.591,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 12:04:52 AM,12/07/2018,,,,,28,SN08,Surface Roughness- Post Blast,Pass,200,287,300,292.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 12:04:52 AM,12/07/2018,,,,,28,SN08,Inner Cells,Pass,0,299,412,345.6666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 12:04:52 AM,12/07/2018,,,,,28,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2019 1:55:19 PM,1/28/2019 7:27:07 PM,,,,,29,SN08,Incoming Weight,Pass,15,30.8,30.8,30.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2019 1:55:19 PM,1/28/2019 7:27:07 PM,,,,,29,SN08,Post Strip Weight,Pass,15,18.2,18.2,18.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2019 1:55:19 PM,1/28/2019 7:27:07 PM,,,,,29,SN08,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2019 1:55:19 PM,1/28/2019 7:27:07 PM,,,,,29,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.646,17.646,17.646,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2019 1:55:19 PM,1/28/2019 7:27:07 PM,,,,,29,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.332,0.332,0.332,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2019 1:55:19 PM,1/28/2019 7:27:07 PM,,,,,29,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2019 1:55:19 PM,1/28/2019 7:27:07 PM,,,,,29,SN08,CDI - Distance,Pass,0.572,0.592,0.592,0.592,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2019 1:55:19 PM,1/28/2019 7:27:07 PM,,,,,29,SN08,Surface Roughness- Post Blast,Pass,200,281,300,292.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2019 1:55:19 PM,1/28/2019 7:27:07 PM,,,,,29,SN08,Inner Cells,Pass,0,180,280,257.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,1/15/2019 1:55:19 PM,1/28/2019 7:27:07 PM,,,,,29,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,2/28/2019 8:25:43 PM,03/07/2019,,,,,30,SN08,Incoming Weight,Pass,15,30.4,30.4,30.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,2/28/2019 8:25:43 PM,03/07/2019,,,,,30,SN08,Post Strip Weight,Pass,15,18.4,18.4,18.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,2/28/2019 8:25:43 PM,03/07/2019,,,,,30,SN08,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,2/28/2019 8:25:43 PM,03/07/2019,,,,,30,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.647,17.647,17.647,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,2/28/2019 8:25:43 PM,03/07/2019,,,,,30,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.331,0.331,0.331,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,2/28/2019 8:25:43 PM,03/07/2019,,,,,30,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,2/28/2019 8:25:43 PM,03/07/2019,,,,,30,SN08,CDI - Distance,Pass,0.572,0.592,0.592,0.592,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,2/28/2019 8:25:43 PM,03/07/2019,,,,,30,SN08,Surface Roughness- Post Blast,Pass,200,248,309,289.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,2/28/2019 8:25:43 PM,03/07/2019,,,,,30,SN08,Inner Cells,Pass,0,247,676,549.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,2/28/2019 8:25:43 PM,03/07/2019,,,,,30,SN08,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/20/2019 12:00:35 PM,3/27/2019 4:07:51 AM,,,,,31,SN08,Incoming Weight,Pass,15,28.8,28.8,28.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/20/2019 12:00:35 PM,3/27/2019 4:07:51 AM,,,,,31,SN08,Post Strip Weight,Pass,15,18,18,18,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/20/2019 12:00:35 PM,3/27/2019 4:07:51 AM,,,,,31,SN08,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/20/2019 12:00:35 PM,3/27/2019 4:07:51 AM,,,,,31,SN08,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.648,17.648,17.648,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/20/2019 12:00:35 PM,3/27/2019 4:07:51 AM,,,,,31,SN08,CDI - Upper Lip Radial Thickness,Pass,0.326,0.331,0.331,0.331,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/20/2019 12:00:35 PM,3/27/2019 4:07:51 AM,,,,,31,SN08,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/20/2019 12:00:35 PM,3/27/2019 4:07:51 AM,,,,,31,SN08,CDI - Distance,Pass,0.572,0.59,0.59,0.59,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/20/2019 12:00:35 PM,3/27/2019 4:07:51 AM,,,,,31,SN08,Surface Roughness- Post Blast,Pass,200,200,219,208.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/20/2019 12:00:35 PM,3/27/2019 4:07:51 AM,,,,,31,SN08,Inner Cells,Pass,0,217,299,271.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
